Classifier,Accuracy,TN,FP,FN,TP,Precision,Recall,F1,MSE
AdaBoostClassifier,0.9198997024137551,97379,9768,4767,69546,0.8768439367576972,0.9358524080578096,0.9053877248139975,0.0801002975862449
BaggingClassifier,0.9355284911275212,100336,6811,4888,69425,0.9106590062437694,0.9342241599720102,0.9222910813090754,0.06447150887247878
BernoulliNB,0.8814780116830155,94185,12962,8545,65768,0.8353613616156484,0.8850133893127716,0.8594708676646433,0.11852198831698446
CalibratedClassifierCV,0.9090543370439766,94461,12686,3817,70496,0.8474910437354235,0.9486361740206962,0.8952157211340043,0.09094566295602337
CategoricalNB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ClassifierChain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ComplementNB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DecisionTreeClassifier,0.9071641133032073,99102,8045,8801,65512,0.8906290359856982,0.8815685008006674,0.8860756069520525,0.09283588669679269
DummyClassifier,0.5904717293067343,107147,0,74313,0,0.0,0.0,0.0,0.40952827069326575
ExtraTreeClassifier,0.8990245784194864,97955,9192,9131,65182,0.8764084222981149,0.8771278242030331,0.8767679756804563,0.1009754215805136
ExtraTreesClassifier,0.9436349608729196,99912,7235,2993,71320,0.9078989243205398,0.9597244089190317,0.9330926027684014,0.056365039127080345
FixedThresholdClassifier,0.8919486388184724,96449,10698,8909,65404,0.8594255078710152,0.8801151884596234,0.8696473091114583,0.10805136118152761
GaussianNB,0.8563760608398545,82684,24463,1599,72714,0.7482634779834735,0.9784829033950991,0.8480261239722433,0.1436239391601455
GaussianProcessClassifier,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GradientBoostingClassifier,0.9371431720489364,99114,8033,3373,70940,0.8982816912109202,0.9546109025338769,0.9255900734574586,0.06285682795106359
HistGradientBoostingClassifier,0.9432712443513722,99859,7288,3006,71307,0.9072714549271582,0.9595494731742764,0.9326784733303686,0.056728755648627796
KNeighborsClassifier,0.9097927917998457,96691,10456,5913,68400,0.8674038754184843,0.9204311493278431,0.8931311166097579,0.0902072082001543
LabelPropagation,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LabelSpreading,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LinearDiscriminantAnalysis,0.8805411660972116,88576,18571,3106,71207,0.7931453139967475,0.9582038135992357,0.8678964720795168,0.1194588339027885
LinearSVC,0.9116113744075829,95403,11744,4295,70018,0.8563635918886524,0.9422039212520017,0.8972353035399647,0.08838862559241706
LogisticRegression,0.8919486388184724,96449,10698,8909,65404,0.8594255078710152,0.8801151884596234,0.8696473091114583,0.10805136118152761
LogisticRegressionCV,0.9238730298688416,97214,9933,3881,70432,0.8764014185279662,0.9477749518926702,0.9106918889564127,0.07612697013115838
MLPClassifier,0.9279235093133473,99275,7872,5207,69106,0.8977370157707397,0.9299315059276304,0.9135507069158113,0.0720764906866527
MultiOutputClassifier,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MultinomialNB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NearestCentroid,0.8045574782321173,73413,33734,1731,72582,0.6827006283155875,0.9767066327560454,0.8036583272896379,0.19544252176788274
OneVsOneClassifier,0.8919486388184724,96449,10698,8909,65404,0.8594255078710152,0.8801151884596234,0.8696473091114583,0.10805136118152761
OneVsRestClassifier,0.8919486388184724,96449,10698,8909,65404,0.8594255078710152,0.8801151884596234,0.8696473091114583,0.10805136118152761
OutputCodeClassifier,0.8919486388184724,96449,10698,8909,65404,0.8594255078710152,0.8801151884596234,0.8696473091114583,0.10805136118152761
PassiveAggressiveClassifier,0.8214813181968478,90310,16837,15557,58756,0.7772677364306219,0.7906557399109173,0.7839045802035942,0.1785186818031522
Perceptron,0.7750082662845806,98678,8469,32358,41955,0.8320442646358877,0.5645714747083282,0.672695351018543,0.2249917337154194
QuadraticDiscriminantAnalysis,0.907472721260884,92627,14520,2270,72043,0.8322608966879613,0.969453527646576,0.8956339043735548,0.09252727873911606
RadiusNeighborsClassifier,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RandomForestClassifier,0.9425768764465998,100010,7137,3283,71030,0.9086954853070989,0.9558219961514136,0.9316631689401889,0.0574231235534002
RidgeClassifier,0.8812906425658548,88784,18363,3178,71135,0.7948222306643724,0.9572349387052064,0.868500894323336,0.11870935743414526
RidgeClassifierCV,0.4973713215033616,81082,26065,65142,9171,0.2602735838347145,0.12341043962698317,0.16743192543975755,0.5026286784966384
SGDClassifier,0.8707538851537528,87878,19269,4184,70129,0.7844582652855768,0.9436976033802968,0.8567414529261931,0.1292461148462471
TunedThresholdClassifierCV,0.8954755869062052,92108,15039,3928,70385,0.8239487731784978,0.9471424918924011,0.8812610728885606,0.10452441309379477
VotingClassifier,0.9126915022594512,101895,5252,10591,63722,0.9238553657900078,0.8574811944074388,0.8894317000146559,0.08730849774054888
XGBClassifier,0.9449355229802712,100046,7101,2891,71422,0.9095678973039746,0.9610969816855732,0.9346227328639849,0.055064477019728865
